geocode,intensity_pre_kgco2_ton,intensity_pos_kgco2_ton,delta_intensity_kgco2_ton,delta_relativo_pct,termo_escala_tco2e,termo_intensidade_tco2e,termo_interacao_tco2e,size_pre,size_decil,intensity_pre,intensity_pos,geocode_key,cohort
3511904,22.16232138470571,20.99998832857218,-1.16233305613353,-5.244635866239445,1809.7633893203401,-454.3339073145304,-94.91549981036516,390881.0,D1,22.16232138470571,20.99998832857218,3511904,2022.0
3512001,21.47084061892108,20.464383446451915,-1.0064571724691653,-4.687553646978449,9912.959024858546,-2224.270351156855,-464.67527229323616,2210000.0,D8,21.47084061892108,20.464383446451915,3512001,2020.0
3512100,21.440789042946857,20.375051172000347,-1.06573787094651,-4.970609378282624,13616.840067959949,-3239.8431276773904,-676.8399294437635,3040000.0,D9,21.440789042946857,20.375051172000347,3512100,2020.0
3513702,16.82684995390762,16.124074846343746,-0.7027751075638733,-4.176510217235705,10686.571478827791,-2136.4363269941746,-446.3257496854395,3040000.0,D9,16.82684995390762,16.124074846343746,3513702,2020.0
3515509,22.03696881096646,20.875232308504806,-1.161736502461654,-5.271761794587322,4833.961034142667,-1219.8233275847365,-254.83491096317132,1050000.0,D5,22.03696881096646,20.875232308504806,3515509,2020.0
3516903,18.699997955500898,17.428790176903732,-1.2712077785971658,-6.797903302568117,3513.652809674467,-1143.3306321091839,-238.854720389638,899405.0,D4,18.699997955500898,17.428790176903732,3516903,2020.0
3517406,25.651902802252817,23.868312020719316,-1.7835907815335013,-6.953054497683741,27330.76267357166,-9096.312985820856,-1900.3228233260434,5100000.0,D10,25.651902802252817,23.868312020719316,3517406,2020.0
3517901,18.924622173574075,18.146897781842267,-0.7777243917318089,-4.109590059968574,14980.068943953389,-2946.7977202718234,-615.6194242971478,3789000.0,D10,18.924622173574075,18.146897781842267,3517901,2020.0
3518206,22.733530111926566,21.543927433836256,-1.18960267809031,-5.232811060285861,14597.423767330618,-3656.3627913783766,-763.8556054136735,3073600.0,D9,22.733530111926566,21.543927433836256,3518206,2020.0
3518602,21.595693440706192,20.51092555787975,-1.0847678828264407,-5.023075020974961,8129.876151931474,-1954.7517248532458,-408.3697782238701,1802000.0,D7,21.595693440706192,20.51092555787975,3518602,2020.0
3519105,17.067273746189137,16.308198113760263,-0.7590756324288748,-4.447550579648754,7576.7869905185935,-1613.035718911359,-336.9814337155612,2125000.0,D8,17.067273746189137,16.308198113760263,3519105,2021.0
3519303,17.236919282424733,16.555991490828518,-0.6809277915962149,-3.9504030879259773,5815.5951246572395,-1099.6983834278872,-229.7394493857322,1615000.0,D7,17.236919282424733,16.555991490828518,3519303,2020.0
3520103,19.38448931010866,18.505563113337278,-0.8789261967713813,-4.5341725681317655,9142.465907555612,-1984.2637818310702,-414.53518123118533,2257600.0,D8,19.38448931010866,18.505563113337278,3520103,2020.0
3520905,21.623842810573915,20.646677789921508,-0.9771650206524072,-4.518923991505247,5692.006797380736,-1231.227926022033,-257.2174607649476,1260000.0,D5,21.623842810573915,20.646677789921508,3520905,2020.0
3521408,19.755849602026945,18.9998039763902,-0.7560456256367445,-3.8269456432750655,2993.6218050210246,-548.3871099168537,-114.56427924338448,725336.0,D4,19.755849602026945,18.9998039763902,3521408,2021.0
3521804,41.602432640479215,37.329760674396475,-4.27267196608274,-10.270245499839895,12167.707215676231,-5981.740752515836,-1249.6534027516823,1400000.0,D6,41.602432640479215,37.329760674396475,3521804,2020.0
3522307,81.55101753414252,70.52480483068702,-11.0262127034555,-13.520631669419961,11108.079240776997,-7189.090682652985,-1501.8824796927593,652000.0,D3,81.55101753414252,70.52480483068702,3522307,2020.0
3522703,26.37498994048048,24.625434536350753,-1.749555404129726,-6.633387948499267,12728.17892660579,-4041.4729835396674,-844.3094869808918,2310000.0,D8,26.37498994048048,24.625434536350753,3522703,2020.0
3524303,21.36849411554159,20.275570247541104,-1.0929238680004865,-5.114650859770172,21837.361344799563,-5346.310331291379,-1116.90478977291,4891750.0,D10,21.36849411554159,20.275570247541104,3524303,2021.0
3526001,22.010234232687875,20.909540138069534,-1.1006940946183406,-5.000828628091908,7789.3292137386325,-1864.5757962834691,-389.5310052569679,1694000.0,D7,22.010234232687875,20.909540138069534,3526001,2020.0
3526704,22.94540674062494,21.645458305895378,-1.2999484347295613,-5.665397216201869,8500.411768681244,-2305.198559305931,-481.5820917085633,1773300.0,D7,22.94540674062494,21.645458305895378,3526704,2020.0
3526803,19.944893181826753,19.128451919741327,-0.8164412620854264,-4.093485257817002,12473.975383565938,-2444.196535130383,-510.6203433899935,2993720.0,D9,19.944893181826753,19.128451919741327,3526803,2021.0
3527405,21.917591988757422,20.751842925996304,-1.165749062761119,-5.318782571365902,2620.2373233303215,-667.0999011650504,-139.36472608171755,572250.0,D2,21.917591988757422,20.751842925996304,3527405,2023.0
3527603,15.678465997795191,15.048613561810923,-0.6298524359842688,-4.017309066287752,11136.391104516717,-2141.498282346514,-447.3832494990128,3400000.0,D9,15.678465997795191,15.048613561810923,3527603,2020.0
3528007,20.066797675695376,19.28336367306509,-0.7834340026302868,-3.9041306704316407,5031.623738413513,-940.3088273169756,-196.4411655921211,1200240.0,D5,20.066797675695376,19.28336367306509,3528007,2021.0
3528809,42.448855765215384,37.624647319443454,-4.82420844577193,-11.364754971146047,12344.321171462985,-6715.298156514526,-1402.901853988073,1392000.0,D6,42.448855765215384,37.624647319443454,3528809,2020.0
3528858,20.809714816574214,19.899061348738233,-0.9106534678359814,-4.376097778671515,1748.9530466646258,-366.3558901104153,-76.53589542509849,402300.0,D1,20.809714816574214,19.899061348738233,3528858,2021.0
3529203,176.52186319921194,163.59896397892655,-12.922899220285387,-7.3208490926143135,11151.730844712629,-3907.884724214301,-816.4013863559351,302400.0,D1,176.52186319921194,163.59896397892655,3529203,2020.0
3529500,20.60121189631672,19.483073072918295,-1.118138823398425,-5.427539064332116,2890.019514982652,-750.8302199120424,-156.85693814250496,671500.0,D3,20.60121189631672,19.483073072918295,3529500,2020.0
3529609,22.31835241158915,21.147328694521256,-1.171023717067893,-5.246909339328385,2064.020571215916,-518.3887790716149,-108.29728811678699,442680.0,D2,22.31835241158915,21.147328694521256,3529609,2020.0
3530102,25.515373131564505,24.159645508955368,-1.3557276226091375,-5.313375648549685,8630.15923815915,-2194.963692832872,-458.55277939140933,1619030.0,D7,25.515373131564505,24.159645508955368,3530102,2020.0
3530201,25.68625567841016,23.856667280208274,-1.829588398201885,-7.122830283666811,7776.066179017693,-2651.2492294807585,-553.875996677045,1449096.0,D6,25.68625567841016,23.856667280208274,3530201,2020.0
3530508,24.3202249967681,22.761233193113195,-1.558991803654905,-6.410268835350324,8459.482873834368,-2595.721353085417,-542.2755942932024,1665000.0,D7,24.3202249967681,22.761233193113195,3530508,2020.0
3531407,21.475589537174386,20.27405368370543,-1.2015358534689575,-5.594891126919198,6460.551250589588,-1730.2116289952987,-361.4608086693042,1440000.0,D6,21.475589537174386,20.27405368370543,3531407,2020.0
3531902,20.777297136380284,19.794785369933557,-0.9825117664467271,-4.728775643904062,35237.094153716855,-7976.030520014531,-1666.2831259605052,8118000.0,D10,20.777297136380284,19.794785369933557,3531902,2020.0
3532207,24.186984288751752,23.216743687404758,-0.970240601346994,-4.011416180553803,7271.476643367785,-1396.234439774405,-291.6891906372459,1439060.0,D6,24.186984288751752,23.216743687404758,3532207,2020.0
3532900,23.4326224073105,22.257736740007022,-1.174885667303478,-5.0138889573748155,2794.137836521483,-670.5953667551427,-140.09496843918222,570775.0,D2,23.4326224073105,22.257736740007022,3532900,2020.0
3533205,20.61789429529047,19.66296186481005,-0.9549324304804188,-4.631571084824817,2882.45297106962,-639.0407824774962,-133.50285834173437,669200.0,D3,20.61789429529047,19.66296186481005,3533205,2020.0
3533502,20.527486162688316,19.591662119711625,-0.9358240429766909,-4.55888283426388,15438.327801228963,-3368.966554716087,-703.8152760276155,3600000.0,D10,20.527486162688316,19.591662119711625,3533502,2020.0
3533908,20.014324742553462,19.135840314463938,-0.878484428089525,-4.389278376310819,15052.388960194154,-3162.54394112229,-660.6912537479988,3600000.0,D10,20.014324742553462,19.135840314463938,3533908,2020.0
3534005,20.796611018243812,19.76992516182491,-1.0266858564189008,-4.936794055138318,2993.0277455074356,-707.2838864869807,-147.75961580885146,688900.0,D3,20.796611018243812,19.76992516182491,3534005,2022.0
3534203,16.42868808589732,15.641631467537069,-0.7870566183602516,-4.790745397594316,4185.0817036998715,-959.7210992961236,-200.49660910556335,1219380.0,D5,16.42868808589732,15.641631467537069,3534203,2020.0
3534708,22.92542827117203,21.629653364790908,-1.2957749063811228,-5.652129552626578,6398.613896338578,-1731.1552749251803,-361.65794699342376,1336000.0,D6,22.92542827117203,21.629653364790908,3534708,2020.0
3534757,22.91753603378659,21.540158629690616,-1.3773774040959736,-6.010146125941943,2763.479418996951,-795.022237644196,-166.0891512420482,577200.0,D3,22.91753603378659,21.540158629690616,3534757,2020.0
3535002,17.589948788835137,16.77829089546929,-0.8116578933658474,-4.61432777951594,12861.588446695414,-2840.8026267804657,-593.4758485828792,3500000.0,D10,17.589948788835137,16.77829089546929,3535002,2020.0
3535507,22.955889314012335,21.680288743362507,-1.2756005706498286,-5.556746476692578,16619.286119653876,-4420.495556343041,-923.4915959053255,3465423.0,D10,22.955889314012335,21.680288743362507,3535507,2020.0
3535705,19.419313858331126,18.568307629630755,-0.8510062287003706,-4.382267236158183,2775.943843632564,-582.3010119882285,-121.64927755366003,684250.0,D3,19.419313858331126,18.568307629630755,3535705,2020.0
3536000,25.50817585284818,23.458106542299294,-2.050069310548885,-8.036910684540304,3117.433927969807,-1199.2905466710977,-250.54538044048988,585000.0,D3,25.50817585284818,23.458106542299294,3536000,2021.0
3536307,21.5669193099631,20.520664854005002,-1.046254455958099,-4.851200307847256,6758.360622172836,-1569.3816839371486,-327.86161130827634,1500000.0,D6,21.5669193099631,20.520664854005002,3536307,2020.0
3536406,22.346965000215,21.30947184648579,-1.037493153729212,-4.642657979368699,3968.2540096132125,-881.8691806698303,-184.23246141892614,850000.0,D4,22.346965000215,21.30947184648579,3536406,2020.0
3537404,22.660544936608694,21.40415252713703,-1.2563924094716654,-5.544405101405708,8947.344161357118,-2374.5816539014477,-496.0770061226098,1890000.0,D7,22.660544936608694,21.40415252713703,3537404,2020.0
3539301,24.083470580246555,22.568549991098962,-1.514920589147593,-6.2902918584755065,9622.380021749166,-2897.2856267447714,-605.2757870996616,1912500.0,D7,24.083470580246555,22.568549991098962,3539301,2020.0
3539509,19.987947508646574,19.166517568382126,-0.8214299402644478,-4.109626263072314,12422.73324164007,-2443.7540722867325,-510.5279078898549,2975000.0,D9,19.987947508646574,19.166517568382126,3539509,2020.0
3539608,19.399070110906138,18.465766505977047,-0.9333036049290904,-4.811073930829231,3890.578073874527,-895.9714607319268,-187.17858747073538,960000.0,D4,19.399070110906138,18.465766505977047,3539608,2020.0
3540200,20.971064487704133,20.02392678224584,-0.9471377054582923,-4.51640261758588,9171.204687701333,-1982.700187098171,-414.20852857950194,2093360.0,D8,20.971064487704133,20.02392678224584,3540200,2020.0
3540309,21.67783429627621,20.44521490926187,-1.2326193870143385,-5.686081783668198,3885.6633345568716,-1057.5874340583023,-220.94199504091253,858000.0,D4,21.67783429627621,20.44521490926187,3540309,2020.0
3540804,18.03550743813638,17.17780567729065,-0.8577017608457318,-4.755628660783379,6405.297068850739,-1458.092993437744,-304.61214321458345,1700000.0,D7,18.03550743813638,17.17780567729065,3540804,2020.0
3540903,19.528085487619023,18.75172603776742,-0.7763594498516042,-3.9756045227465995,5201.538790764304,-989.8582985607953,-206.7926114180445,1275000.0,D6,19.528085487619023,18.75172603776742,3540903,2020.0
3541406,23.711862554529223,21.736177909915348,-1.9756846446138745,-8.33205168961515,2042.9259887049875,-814.7842015466296,-170.21764935948096,412406.0,D2,23.711862554529223,21.736177909915348,3541406,2020.0
3541604,24.0848269383339,22.632483470291643,-1.4523434680422582,-6.030117931761755,7209.6239426256625,-2081.0208373971786,-434.7488261768589,1432871.0,D6,24.0848269383339,22.632483470291643,3541604,2021.0
3541703,23.31448490842183,22.129948330059502,-1.1845365783623265,-5.080689464146984,9029.687345565699,-2196.005255406447,-458.77037361156994,1853894.0,D7,23.31448490842183,22.129948330059502,3541703,2021.0
3541802,17.907768497646273,17.058308180448826,-0.8494603171974475,-4.74352969946589,4066.8015556686983,-923.4058378094854,-192.90993961148556,1087050.0,D5,17.907768497646273,17.058308180448826,3541802,2021.0
3542107,20.39147388759992,19.570489492283674,-0.8209843953162448,-4.026116012219629,2147.0449816639225,-413.7761352393874,-86.44252179632917,504000.0,D2,20.39147388759992,19.570489492283674,3542107,2020.0
3544004,20.955758004413653,20.088824438972704,-0.8669335654409487,-4.136970684898905,4653.70262769882,-921.5503800637284,-192.52231347027023,1063000.0,D5,20.955758004413653,20.088824438972704,3544004,2020.0
3545506,15.825873877777173,15.038530573212142,-0.7873433045650309,-4.9750384127010205,8492.977668293543,-2022.5274807666513,-422.52890137972315,2568800.0,D9,15.825873877777173,15.038530573212142,3545506,2020.0
3545704,23.44307263590299,22.20470523567928,-1.2383674002237086,-5.282444922885889,2295.978574295508,-580.5515906944754,-121.28380362842088,468804.0,D2,23.44307263590299,22.20470523567928,3545704,2020.0
3547502,19.848766059756528,18.88218164033625,-0.9665844194202791,-4.86974563814339,6236.534635338911,-1453.7429668080997,-303.7033733757184,1504000.0,D6,19.848766059756528,18.88218164033625,3547502,2021.0
3549102,29.595713030459322,27.13921979013506,-2.4564932403242636,-8.300165763183639,4173.443800431999,-1658.132937218878,-346.40275346916695,675000.0,D3,29.595713030459322,27.13921979013506,3549102,2020.0
3549409,21.77220955088669,20.692868119794756,-1.0793414310919331,-4.957427166816775,9096.922409833642,-2158.6828621838663,-450.97330288933614,2000000.0,D8,21.77220955088669,20.692868119794756,3549409,2020.0
3550100,22.721611561528356,21.77118732199935,-0.9504242395290063,-4.182908580033294,9256.26397704568,-1853.3272670815625,-387.18106008637477,1950000.0,D8,22.721611561528356,21.77118732199935,3550100,2020.0
3551306,19.89009859835558,18.982577419917856,-0.9075211784377224,-4.562678128266051,2393.433738366442,-522.7321987801281,-109.20467769498616,576000.0,D2,19.89009859835558,18.982577419917856,3551306,2020.0
3551504,21.554149808179087,20.588499435003452,-0.9656503731756345,-4.480113489835736,2396.482625476252,-513.926853807058,-107.36514138553116,532208.0,D2,21.554149808179087,20.588499435003452,3551504,2020.0
3551702,20.13895902063613,19.210326824477974,-0.928632196158155,-4.611123123129639,10728.504503717604,-2368.012100203295,-494.70455193692726,2550000.0,D8,20.13895902063613,19.210326824477974,3551702,2020.0
3551900,20.35692022558462,19.450214520413503,-0.9067057051711167,-4.454041648360772,2551.6747397065365,-544.0234231026701,-113.65265563723047,600000.0,D3,20.35692022558462,19.450214520413503,3551900,2020.0
3552304,19.118968194073965,18.073854031824578,-1.0451141622493871,-5.466373245881158,4675.374558387049,-1223.3583826210202,-255.57342400440393,1170550.0,D5,19.118968194073965,18.073854031824578,3552304,2020.0
3552551,21.5180461954448,20.199956844254647,-1.318089351190153,-6.125506652500738,3146.7545206095933,-922.6625458331072,-192.75465749780835,700000.0,D3,21.5180461954448,20.199956844254647,3552551,2019.0
3553401,20.80196844181044,19.792380179975066,-1.0095882618353755,-4.85333041754922,10429.840431840836,-2423.0118284049013,-506.1946181803782,2400000.0,D8,20.80196844181044,19.792380179975066,3553401,2020.0
3553955,22.437718542738576,21.152920161201312,-1.2847983815372643,-5.7260651482459135,8546.23828050983,-2342.4444092187405,-489.3631716663242,1823200.0,D7,22.437718542738576,21.152920161201312,3553955,2020.0
3555356,19.120165851006337,18.211001919318573,-0.9091639316877647,-4.755000237824366,5068.918008420294,-1153.7290293117733,-241.02706335550715,1269000.0,D5,19.120165851006337,18.211001919318573,3555356,2020.0
3556305,17.704224356388586,17.008730383759367,-0.6954939726292189,-3.928406908028417,15689.51641702598,-2950.2854318931463,-616.3480467627013,4242000.0,D10,17.704224356388586,17.008730383759367,3556305,2020.0
3556909,20.04454038291413,19.162663667310884,-0.8818767156032443,-4.3995856166148455,1884.3891953199661,-396.8445220214599,-82.90531599834146,450000.0,D2,20.04454038291413,19.162663667310884,3556909,2020.0
4102109,183.3948126668781,157.3972909195141,-25.997521747364004,-14.175712698366452,7126.265209263609,-4835.539045009705,-1010.198882188852,186000.0,D1,183.3948126668781,157.3972909195141,4102109,2021.0
4102406,131.61923178025276,119.58877304055623,-12.030458739696527,-9.140350218562432,10717.132682173691,-4688.991598384118,-979.5834605386889,389760.0,D1,131.61923178025276,119.58877304055623,4102406,2022.0
4105607,76.42141583850125,71.2798373474481,-5.141578491053153,-6.727928859521098,6018.007870549889,-1938.0820211530486,-404.8872882909771,376943.0,D1,76.42141583850125,71.2798373474481,4105607,2021.0
4105904,62.284190667065296,58.69037371110438,-3.593816955960918,-5.770030753343739,15926.532513954955,-4398.831954096163,-918.9658239964904,1224000.0,D5,62.284190667065296,58.69037371110438,4105904,2020.0
4108007,104.05114159863773,95.29711664317207,-8.754024955465653,-8.413194532005273,7965.866902114754,-3207.982477130032,-670.1838786355362,366458.0,D1,104.05114159863773,95.29711664317207,4108007,2020.0
4111555,77.22052360314663,72.56887041026772,-4.651653192878911,-6.023856062909889,11839.968719233448,-3413.9971311560043,-713.2226735401784,733932.0,D4,77.22052360314663,72.56887041026772,4111555,2021.0
4111803,116.26255492132486,109.17860399712474,-7.083950924200124,-6.093063178418752,25371.227486159052,-7399.718036646344,-1545.8849198720147,1044575.0,D5,116.26255492132486,109.17860399712474,4111803,2020.0
4113007,86.75880494984499,78.16960980647264,-8.58919514337235,-9.900084663842176,6586.587618655862,-3121.3135151015126,-652.0777507050766,363400.0,D1,86.75880494984499,78.16960980647264,4113007,2020.0
4115200,363.7233657121596,308.4164318072173,-55.3069339049423,-15.205768756882845,7080.521046461916,-5153.610715130333,-1076.6476571074204,93182.0,D1,363.7233657121596,308.4164318072173,4115200,2021.0
