Cidade,uf,corr_pearson,corr_spearman
Conchal (SP),SP,0.8634224312834254,0.8181818181818182
Conchas (SP),SP,0.9623540947647717,0.9151515151515152
Congonhal (MG),MG,-0.09422236384300792,0.1393939393939394
Congonhas (MG),MG,0.38577769534392803,0.5592731001856593
Congonhas do Norte (MG),MG,0.9656741963791401,0.9636363636363636
Congonhinhas (PR),PR,0.33416263207599806,0.4666666666666667
Conquista (MG),MG,0.6231417416107159,0.38181818181818183
Conselheiro Lafaiete (MG),MG,-0.3468177618953169,-0.2063507818286384
Conselheiro Mairinck (PR),PR,0.7237144391567849,0.8303030303030303
Conselheiro Pena (MG),MG,-0.48261070825397273,-0.4303030303030303
Contagem (MG),MG,0.43547483567345435,0.5222329678670935
Coqueiral (MG),MG,-0.033309658566414206,-0.24848484848484848
Coração de Jesus (MG),MG,0.7707362700932883,0.7090909090909091
Corbélia (PR),PR,0.30728039680563907,0.2606060606060606
Cordeirópolis (SP),SP,0.964794980014524,0.8909090909090909
Cordisburgo (MG),MG,0.961877331213141,0.40606060606060607
Cordislândia (MG),MG,-0.5110396652467323,-0.7191012094028307
Corguinho (MS),MS,0.7152692158619292,0.806060606060606
Corinto (MG),MG,0.45637588427446074,0.6606060606060606
Cornélio Procópio (PR),PR,0.0845534496490901,0.030303030303030304
Coroaci (MG),MG,0.9565086825949982,0.7696969696969697
Coroados (SP),SP,0.6808716142728697,0.7454545454545455
Coromandel (MG),MG,0.861617558221228,0.6565379871744698
Coronel Domingos Soares (PR),PR,0.4962732455818316,0.7090909090909091
Coronel Fabriciano (MG),MG,0.9849200084680277,0.9317050452262764
Coronel Macedo (SP),SP,-0.7845476480447959,-0.7578955036188
Coronel Murta (MG),MG,0.6067804315153835,0.6121212121212121
Coronel Vivida (PR),PR,-0.2709744863763077,0.11515151515151516
Coronel Xavier Chaves (MG),MG,0.5447083685987151,0.47878787878787876
Corumbataí (SP),SP,0.8892480091789736,0.8909090909090909
Corumbataí do Sul (PR),PR,0.024384451402359803,-0.058025885318565944
Corumbaíba (GO),GO,-0.2322255225738361,0.12727272727272726
Corumbá (MS),MS,0.7016594400459938,0.7978634243562576
Corumbá de Goiás (GO),GO,-0.1897015033088733,-0.27589669814188345
Cosmorama (SP),SP,0.9757152912036754,0.9030303030303031
Cosmópolis (SP),SP,0.9205468221682696,0.8787878787878788
Costa Rica (MS),MS,0.29759689330504113,0.38181818181818183
Cotriguaçu (MT),MT,0.9352321291123455,0.6848484848484848
Couto de Magalhães de Minas (MG),MG,0.8917228512352872,0.8666666666666667
Coxim (MS),MS,0.6608565805196168,0.503030303030303
Cravinhos (SP),SP,0.3716509238211842,0.2606060606060606
Cristais (MG),MG,0.45970130053677727,0.5636363636363636
Cristais Paulista (SP),SP,0.9029457028947413,0.4666666666666667
Cristiano Otoni (MG),MG,-0.5129894199539381,-0.7680367542868648
Cristália (MG),MG,0.18745058399164918,0.3939393939393939
Crisólita (MG),MG,0.729811128696346,0.5757575757575758
Crixás (GO),GO,0.9822459252160007,0.9757575757575757
Crucilândia (MG),MG,0.5486472803393179,0.6727272727272727
Cruz Machado (PR),PR,0.08716543210440966,-0.01818181818181818
Cruzeiro (SP),SP,-0.4635876529883517,-0.6242424242424243
Cruzeiro da Fortaleza (MG),MG,0.056613721836794154,-0.008649988268461365
Cruzeiro do Iguaçu (PR),PR,-0.42239662626835867,-0.44242424242424244
Cruzeiro do Oeste (PR),PR,0.8950478504437879,0.9272727272727272
Cruzeiro do Sul (PR),PR,0.7329641841362506,0.6242424242424243
Cruzmaltina (PR),PR,-0.8027665346675805,-0.8193464903987027
Cruzália (SP),SP,0.8305307977533026,0.6606060606060606
Cruzília (MG),MG,0.07072936493401309,0.2606060606060606
Cuiabá (MT),MT,0.22338531279741924,0.16363636363636364
Cumari (GO),GO,-0.16100173507856588,0.3212121212121212
Cuparaque (MG),MG,0.9527887110612121,0.8545454545454545
Curiúva (PR),PR,-0.3127016618097348,-0.4666666666666667
Curral de Dentro (MG),MG,0.7230548476973132,0.5151515151515151
Curvelo (MG),MG,0.14973790417905383,0.18787878787878787
Curvelândia (MT),MT,0.6762241257357622,0.41818181818181815
Cáceres (MT),MT,0.06090037285995883,-0.12727272727272726
Cássia (MG),MG,0.4200891689981941,0.5636363636363636
Cássia dos Coqueiros (SP),SP,0.9838905822469004,0.7454545454545455
Cândido Mota (SP),SP,0.31824480126602306,0.16363636363636364
Cândido Rodrigues (SP),SP,0.7841360621724845,0.503030303030303
Cândido de Abreu (PR),PR,-0.2301951773678586,-0.07878787878787878
Céu Azul (PR),PR,0.22280501548268172,0.34545454545454546
Córrego Danta (MG),MG,0.6876129087925376,0.5393939393939394
Córrego Fundo (MG),MG,0.4715811064465364,0.6727272727272727
Córrego Novo (MG),MG,0.9673712471155914,0.8424242424242424
Cônego Marinho (MG),MG,0.946030497658741,0.9515151515151515
Damianópolis (GO),GO,0.9656836569808965,0.7978634243562576
Datas (MG),MG,0.22082903917545918,0.05454545454545454
Davinópolis (GO),GO,-0.2742271387448195,-0.36893018569362623
Delfim Moreira (MG),MG,-0.260995225464241,0.05462309935991351
Delfinópolis (MG),MG,-0.3505765606075052,-0.3575757575757576
Delta (MG),MG,0.8023647972358008,0.8909090909090909
Denise (MT),MT,0.6562122014992795,0.47878787878787876
Deodápolis (MS),MS,0.812021556897222,0.8666666666666667
Descalvado (SP),SP,0.9649177895437403,0.7090909090909091
Descoberto (MG),MG,0.9572662899642352,0.9151515151515152
Desterro de Entre Rios (MG),MG,0.1275328178576358,0.296969696969697
Desterro do Melo (MG),MG,0.6690037447880575,0.7575757575757576
Diamante D'Oeste (PR),PR,0.6762245566334718,0.40606060606060607
Diamante do Norte (PR),PR,0.6848089814086599,0.6606060606060606
Diamante do Sul (PR),PR,0.9308725653630968,0.9393939393939394
Diamantina (MG),MG,0.9673142673971583,0.696969696969697
Diamantino (MT),MT,0.16070805093202445,-0.3696969696969697
Diogo de Vasconcelos (MG),MG,0.9795297068718365,0.8787878787878788
Dionísio (MG),MG,-0.18490841221377186,-0.38181818181818183
Diorama (GO),GO,-0.5324472419297698,-0.7006490497453707
Dirce Reis (SP),SP,0.19707672364997694,0.24848484848484848
Divino (MG),MG,0.10757202441372411,0.024316221747202584
Divino das Laranjeiras (MG),MG,0.9297158398823643,0.9151515151515152
Divinolândia (SP),SP,0.4993491338275235,0.4995967236623295
Divinolândia de Minas (MG),MG,0.9853871043766107,0.7818181818181819
Divinésia (MG),MG,0.9861266220333526,0.8666666666666667
Divinópolis (MG),MG,0.8709509338651642,0.6727272727272727
Divinópolis de Goiás (GO),GO,0.8446530817379796,0.7978634243562576
Divisa Alegre (MG),MG,0.8213616451473446,0.7006490497453707
Divisa Nova (MG),MG,0.38889143952437993,0.3090909090909091
Divisópolis (MG),MG,0.7502575211026646,0.4909090909090909
Dobrada (SP),SP,0.40747179371619524,0.5272727272727272
Dois Córregos (SP),SP,0.853932342570128,0.3575757575757576
Dois Vizinhos (PR),PR,-0.35332797269152877,-0.3090909090909091
Dolcinópolis (SP),SP,-0.18516050389523503,0.28484848484848485
Dom Aquino (MT),MT,-0.4835297994821303,-0.4061811972299616
Dom Bosco (MG),MG,-0.12498619325560119,-0.030303030303030304
Dom Cavati (MG),MG,0.9943009996580555,0.5393939393939394
Dom Joaquim (MG),MG,0.5775078213282383,0.5272727272727272
Dom Silvério (MG),MG,0.9841640880180771,0.8181818181818182
Dom Viçoso (MG),MG,0.9809592510362678,0.5377626435534213
Dores de Campos (MG),MG,-0.14054106464552585,0.06878359394287946
Dores de Guanhães (MG),MG,0.9872217878121026,0.9515151515151515
Dores do Indaiá (MG),MG,-0.21041139681352666,-0.05471149893120581
Dores do Turvo (MG),MG,0.9530113671440599,0.9393939393939394
Doresópolis (MG),MG,0.9412763003838632,0.9030303030303031
Douradina (MS),MS,0.2513636897814885,0.13576671860539954
Douradina (PR),PR,0.9368354683358198,0.9151515151515152
Dourado (SP),SP,0.8793353320019996,0.9151515151515152
Douradoquara (MG),MG,0.8781281147607293,0.7575757575757576
Dourados (MS),MS,-0.7817708097637338,-0.7575757575757576
Doutor Ulysses (PR),PR,0.8221811307886447,0.8879336672626258
Dracena (SP),SP,0.5375904536799186,0.5151515151515151
Duartina (SP),SP,0.9332420593954763,0.8693049274624923
Dumont (SP),SP,0.6310481328380961,0.5393939393939394
Durandé (MG),MG,-0.5364858213138981,-0.40284535777936215
Echaporã (SP),SP,0.7294940032856019,0.8424242424242424
Edealina (GO),GO,0.1881704908488524,0.35258521533443743
Edéia (GO),GO,0.7360500104442018,0.5515151515151515
Eldorado (MS),MS,0.8451376458282532,0.806060606060606
Elias Fausto (SP),SP,0.9495457897720336,0.6727272727272727
Elisiário (SP),SP,0.8643455927614353,0.6484848484848484
Elói Mendes (MG),MG,-0.10317671275249633,-0.3333333333333333
Embaúba (SP),SP,0.9037657963831878,0.8666666666666667
Emilianópolis (SP),SP,0.7256468078974785,0.696969696969697
Engenheiro Beltrão (PR),PR,0.8613384020216203,0.9030303030303031
Engenheiro Caldas (MG),MG,0.8592895050982166,0.7006490497453707
Engenheiro Coelho (SP),SP,0.8451697843412903,0.806060606060606
Engenheiro Navarro (MG),MG,0.9199164579847552,0.7818181818181819
Entre Folhas (MG),MG,0.9279475609696338,0.9515151515151515
Entre Rios de Minas (MG),MG,0.8465304998947117,0.9393939393939394
Entre Rios do Oeste (PR),PR,-0.2848317251501631,-0.5515151515151515
Enéas Marques (PR),PR,-0.13462141544321643,-0.16363636363636364
Ervália (MG),MG,-0.6121696402333046,-0.5757575757575758
Esmeraldas (MG),MG,0.8992579215750844,0.8666666666666667
Espera Feliz (MG),MG,0.5038151256476365,0.2735574946560291
Espigão Alto do Iguaçu (PR),PR,0.44008339041323974,0.7212121212121212
Espinosa (MG),MG,0.8794042228443335,0.15151515151515152
Espírito Santo do Pinhal (SP),SP,0.2826232776507396,0.10303030303030303
Espírito Santo do Turvo (SP),SP,0.705850609860527,0.7575757575757576
Estiva Gerbi (SP),SP,0.9346003905934073,0.8545454545454545
Estrela Dalva (MG),MG,0.5922404683619862,0.6606060606060606
Estrela d'Oeste (SP),SP,0.920367413620779,0.7454545454545455
Estrela do Indaiá (MG),MG,0.8573799825499276,0.7333333333333333
Estrela do Norte (SP),SP,0.9243960496863702,0.8181818181818182
Estrela do Sul (MG),MG,-0.3328927176810108,-0.30639964574555395
Euclides da Cunha Paulista (SP),SP,0.8763477994566031,0.7333333333333333
Eugenópolis (MG),MG,0.9494571271819686,0.7575757575757576
Faina (GO),GO,-0.6259297228415515,-0.7647233910387892
Faria Lemos (MG),MG,-0.5340332373651876,-0.3212121212121212
Farol (PR),PR,-0.41486796915776153,-0.2249250511616239
Fartura (SP),SP,-0.09595710590118844,0.15151515151515152
Faxinal (PR),PR,-0.7274428720502236,-0.6788335930269978
Felisburgo (MG),MG,0.22980657811028318,0.2606060606060606
Felixlândia (MG),MG,0.5039477345288268,0.12727272727272726
Felício dos Santos (MG),MG,0.8905947124524248,0.9515151515151515
Fernandes Tourinho (MG),MG,0.993943380596574,0.9567172612055053
Fernando Prestes (SP),SP,0.9361446057657274,0.9030303030303031
Fernandópolis (SP),SP,0.9020958439109485,0.7212121212121212
Fernão (SP),SP,0.25036462684822364,-0.11657319263657127
Ferros (MG),MG,0.8484042857230353,0.6484848484848484
Fervedouro (MG),MG,0.07490996797790339,-0.3575757575757576
Figueira (PR),PR,0.6293065322362646,0.7818181818181819
Figueirão (MS),MS,-0.004708805953356653,-0.058025885318565944
Firminópolis (GO),GO,-0.2986386186684263,-0.5222329678670935
Flor da Serra do Sul (PR),PR,0.6159403197867921,0.3939393939393939
Flora Rica (SP),SP,0.847957428835087,0.8303030303030303
Floraí (PR),PR,-0.1204085550124468,-0.21212121212121213
Floreal (SP),SP,0.9912680541230551,0.6727272727272727
Flores de Goiás (GO),GO,-0.8664944409777153,-0.7680367542868648
Floresta (PR),PR,0.4000513406779822,0.21885688981825285
Florestal (MG),MG,-0.1325439456746895,0.22424242424242424
Florestópolis (PR),PR,0.7075216520994101,0.7575757575757576
Florínea (SP),SP,0.8968809919842863,0.9030303030303031
Flórida (PR),PR,0.948759202259183,0.8909090909090909
Flórida Paulista (SP),SP,0.7192234478527414,0.7212121212121212
Formiga (MG),MG,-0.7193119794914954,-0.6484848484848484
Formosa (GO),GO,0.09421380873045045,0.24848484848484848
Formosa do Oeste (PR),PR,0.5399198809498061,0.6121212121212121
Formoso (MG),MG,-0.3656834190444165,-0.40606060606060607
Fortaleza de Minas (MG),MG,0.933289560062987,0.6727272727272727
Fortuna de Minas (MG),MG,0.9106051236748199,0.40606060606060607
Foz do Iguaçu (PR),PR,0.3389240611187389,0.2606060606060606
Foz do Jordão (PR),PR,0.6760997443129635,0.7333333333333333
Franca (SP),SP,0.9801758159722046,0.6848484848484848
Francisco Badaró (MG),MG,0.8115336820582322,0.6484848484848484
Francisco Beltrão (PR),PR,-0.8320702480390575,-0.8545454545454545
Francisco Dumont (MG),MG,0.9042678666478696,0.6727272727272727
Francisco Sá (MG),MG,0.8564747122870426,0.38181818181818183
Franciscópolis (MG),MG,0.9627708516709955,0.8424242424242424
Frei Gaspar (MG),MG,0.9409577438320048,0.23636363636363636
Frei Lagonegro (MG),MG,0.8720294734501188,0.8666666666666667
Fronteira (MG),MG,0.9882584780654139,0.9393939393939394
Fronteira dos Vales (MG),MG,0.9578417913842417,0.6363636363636364
Fruta de Leite (MG),MG,0.16711731613511155,0.23636363636363636
Frutal (MG),MG,0.6228847960605264,0.5272727272727272
Funilândia (MG),MG,0.8852610141280998,0.6121212121212121
Fátima do Sul (MS),MS,-0.17356114891648264,-0.006060606060606061
Fênix (PR),PR,0.3412604619774761,0.11515151515151516
Gabriel Monteiro (SP),SP,0.9467227825109855,0.9636363636363636
Galiléia (MG),MG,0.6093328772062223,0.2127669402880226
Gameleira de Goiás (GO),GO,0.5591123133041875,0.5222329678670935
Gameleiras (MG),MG,0.09321037256084574,0.16434977710076595
Gastão Vidigal (SP),SP,0.7421278502958955,0.7696969696969697
Gavião Peixoto (SP),SP,0.9848704818035554,0.5878787878787879
Gaúcha do Norte (MT),MT,0.4021258576571076,0.3212121212121212
General Carneiro (MT),MT,-0.8323816119224762,-0.8857162118542732
General Salgado (SP),SP,0.950852815089931,0.8787878787878788
Getulina (SP),SP,0.7488194874513397,0.4909090909090909
Glaucilândia (MG),MG,0.8922291906508714,0.6606060606060606
Glicério (SP),SP,0.8845887691845364,0.8424242424242424
Glória D'Oeste (MT),MT,0.7681967800983435,0.7090909090909091
Glória de Dourados (MS),MS,0.9297971093516321,0.9878787878787879
Goiabeira (MG),MG,0.9850355868851289,0.6606060606060606
Goiandira (GO),GO,-0.27955628536643107,0.18787878787878787
Goianira (GO),GO,0.9465278613909767,0.791470623690405
Goianá (MG),MG,0.9424444558174742,0.9757575757575757
Goianésia (GO),GO,0.9782272875122343,0.9272727272727272
Goiatuba (GO),GO,0.3915904475796577,0.296969696969697
Goioerê (PR),PR,-0.42706440068044843,0.21212121212121213
Goioxim (PR),PR,0.5303038598368512,0.6606060606060606
Goiás (GO),GO,-0.1214541379755497,0.09693667772552662
Gonzaga (MG),MG,0.802992936364776,0.6121212121212121
Gonçalves (MG),MG,0.7659519950416808,0.8145934285312865
Gouveia (MG),MG,0.9672086185515814,0.8632258720256917
Gouvelândia (GO),GO,0.5181659169158166,0.503030303030303
Governador Valadares (MG),MG,0.8003887864491694,0.5592731001856593
Grandes Rios (PR),PR,-0.7043050232370832,-0.6127992914911079
Grão Mogol (MG),MG,0.4795991793508698,0.6
Guaimbê (SP),SP,0.3606905978656168,0.503030303030303
Guairaçá (PR),PR,0.49950309524325265,0.6242424242424243
Guaiçara (SP),SP,0.8093230491828958,0.503030303030303
Guamiranga (PR),PR,-0.7508088895406705,-0.8632258720256917
Guanhães (MG),MG,0.9685250660379963,0.8909090909090909
Guapiaçu (SP),SP,0.846538895354869,0.8303030303030303
Guapirama (PR),PR,0.7033017569674167,0.793939393939394
Guaporema (PR),PR,0.6480348686434317,0.5272727272727272
Guapé (MG),MG,-0.48537934049750076,-0.6363636363636364
Guapó (GO),GO,-0.7513749636346153,-0.6271129383201788
Guaraci (PR),PR,0.9429027290910352,0.9515151515151515
Guaraci (SP),SP,0.8124495452212207,0.7454545454545455
Guaraciaba (MG),MG,0.9317486239685345,0.40606060606060607
Guaraciama (MG),MG,-0.7268521131311677,-0.20668788485122194
Guarani (MG),MG,0.7340892393263962,0.6727272727272727
Guarani d'Oeste (SP),SP,0.29090788092259523,0.4666666666666667
Guarani de Goiás (GO),GO,-0.5375966318637959,-0.6008540929590487
Guaraniaçu (PR),PR,0.9613731515933782,0.9636363636363636
Guarantã (SP),SP,0.9872128680383803,1.0
Guarantã do Norte (MT),MT,0.6924655951370382,0.6363636363636364
Guaranésia (MG),MG,0.9862468258231041,0.9151515151515152
Guarapuava (PR),PR,0.4770507036400271,0.5636363636363636
Guaraqueçaba (PR),PR,0.1553258658741723,0.6242424242424243
Guararapes (SP),SP,0.746692455451792,0.6363636363636364
Guararema (SP),SP,0.34083475959015663,-0.291794660966431
Guarará (MG),MG,0.8568496168003236,0.8303030303030303
Guaratinguetá (SP),SP,-0.22303432968970358,-0.06711000765613381
Guaratuba (PR),PR,0.38223354146324556,0.7212121212121212
Guaraçaí (SP),SP,0.6695507906285042,0.7333333333333333
Guarda-Mor (MG),MG,-0.5821589146372885,-0.16363636363636364
Guareí (SP),SP,0.5378565751548655,0.3333333333333333
Guariba (SP),SP,0.6903855691386305,0.47878787878787876
Guarinos (GO),GO,0.19701092352942312,0.058025885318565944
Guará (SP),SP,0.595454083000278,0.5151515151515151
Guatapará (SP),SP,0.6699481353600714,0.3090909090909091
Guaxupé (MG),MG,0.9055742306768854,0.8666666666666667
Guaíra (PR),PR,-0.04917337910860623,-0.12506107989614448
Guaíra (SP),SP,0.6155744389000891,0.5636363636363636
Guia Lopes da Laguna (MS),MS,-0.2569820163480782,-0.04242424242424243
Guidoval (MG),MG,0.155838071454007,0.06666666666666667
Guimarânia (MG),MG,0.6388344533222908,0.4303030303030303
Guiratinga (MT),MT,0.5160174303305306,0.8424242424242424
Guiricema (MG),MG,0.29070215119344756,-0.10303030303030303
Gurinhatã (MG),MG,0.8501748013129319,0.7090909090909091
Guzolândia (SP),SP,0.8068117394503539,0.6484848484848484
Heitoraí (GO),GO,0.9133470069105747,0.6691329671589406
Heliodora (MG),MG,0.5367029044073977,0.6121212121212121
Herculândia (SP),SP,0.695616878854206,0.8666666666666667
Hidrolina (GO),GO,0.46874557507546394,0.6242424242424243
Hidrolândia (GO),GO,-0.7294978248479517,-0.6753298314391802
Holambra (SP),SP,0.5193981855029719,0.3939393939393939
Honório Serpa (PR),PR,-0.14240709799379667,0.07878787878787878
Iacanga (SP),SP,0.8643047383702626,0.793939393939394
Iaciara (GO),GO,-0.41395910401723773,-0.6827887419989189
Iacri (SP),SP,0.908295718358951,0.8787878787878788
Iapu (MG),MG,0.7752781789645997,0.875383982899293
Iaras (SP),SP,0.1995020826664365,0.3575757575757576
Ibaiti (PR),PR,0.9345829589610672,0.6727272727272727
Ibaté (SP),SP,0.913276922156596,0.806060606060606
Ibema (PR),PR,0.39505188135143693,0.296969696969697
Ibertioga (MG),MG,-0.808643806951959,-0.16363636363636364
Ibiaí (MG),MG,-0.18903541563940712,0.030303030303030304
Ibiracatu (MG),MG,0.8056385393246979,0.8666666666666667
Ibiraci (MG),MG,-0.5058799848937755,-0.5222329678670935
Ibirarema (SP),SP,0.7278249570378452,0.6
Ibirá (SP),SP,0.7556903894767868,0.6121212121212121
Ibitinga (SP),SP,0.7831149603062043,0.6606060606060606
Ibituruna (MG),MG,-0.4770468833536508,-0.22510994381306007
Ibiá (MG),MG,-0.12946762034611345,-0.7691256413612886
Icaraí de Minas (MG),MG,0.31405436055213937,0.12727272727272726
Icaraíma (PR),PR,0.8859236830318823,0.9272727272727272
Icém (SP),SP,0.9123163916832522,0.8787878787878788
Iepê (SP),SP,0.8880082301271037,0.8787878787878788
Igarapava (SP),SP,0.8570073053109443,0.8181818181818182
Igarapé (MG),MG,0.9264066733565283,0.6
Igaratinga (MG),MG,0.464157326783276,0.6917637567037024
Igaraçu do Tietê (SP),SP,0.5583777396708445,0.5515151515151515
Iguaraçu (PR),PR,0.8797537617698814,0.8666666666666667
Iguatama (MG),MG,0.8209635775794613,0.7212121212121212
Iguatemi (MS),MS,0.7219894618687993,0.7454545454545455
Iguatu (PR),PR,0.7370356924996888,0.6
Ijaci (MG),MG,0.5348290067727538,0.6930123197952736
Ilha Solteira (SP),SP,0.9760855944998442,0.9393939393939394
Imbé de Minas (MG),MG,0.5398838692088971,-0.08404606389858067
Inaciolândia (GO),GO,0.5756438944389871,0.7454545454545455
Inajá (PR),PR,0.8063613070052128,0.8303030303030303
Inconfidentes (MG),MG,-0.35070353198208215,-0.5565218055378429
Indaiabira (MG),MG,0.9742994711676175,0.9878787878787879
Indaiatuba (SP),SP,0.4954667335952816,0.47878787878787876
Indiana (SP),SP,-0.4692762673907077,0.12727272727272726
Indianópolis (MG),MG,-0.4401512125696543,-0.22424242424242424
Indianópolis (PR),PR,0.8964400022161798,0.7818181818181819
Indiaporã (SP),SP,0.9245452360972407,0.8787878787878788
Indiara (GO),GO,-0.13695666004079723,-0.030303030303030304
Indiavaí (MT),MT,-0.3134579959293427,-0.3504633733153655
Inhapim (MG),MG,0.6879039926332438,0.34545454545454546
Inhaúma (MG),MG,0.4440694491019462,0.16363636363636364
Inhumas (GO),GO,0.7860467788239687,0.4909090909090909
Inimutaba (MG),MG,0.988504429752624,0.7006490497453707
Inúbia Paulista (SP),SP,0.8578856347888628,0.6848484848484848
Ipaba (MG),MG,-0.7136878812599174,-0.3161108827136336
Ipameri (GO),GO,0.22607608025752213,0.07878787878787878
Ipanema (MG),MG,0.5048029052251483,0.2606060606060606
Ipatinga (MG),MG,0.8500829616701935,0.790277206784084
Ipaussu (SP),SP,0.7406790610996308,0.6727272727272727
Iperó (SP),SP,0.9383481636205434,0.6484848484848484
Ipeúna (SP),SP,0.7851999166046386,0.7818181818181819
Ipiaçu (MG),MG,0.9551990069414958,0.8787878787878788
Ipiguá (SP),SP,0.9521062634443955,0.9757575757575757
Ipiranga de Goiás (GO),GO,0.7593116113162323,0.6242424242424243
Iporanga (SP),SP,0.5821057515400846,0.3333333333333333
Iporá (GO),GO,-0.41615821310211093,-0.7006490497453707
Iporã (PR),PR,-0.45006312959028905,-0.683349073208448
Ipuã (SP),SP,0.2465570639745889,0.34545454545454546
Iracema do Oeste (PR),PR,-0.24420029185576797,-0.1393939393939394
Iracemápolis (SP),SP,0.7848986683057851,0.7090909090909091
Irapuru (SP),SP,0.8364178826301821,0.7454545454545455
Irapuã (SP),SP,0.891299688744419,0.8424242424242424
Iraí de Minas (MG),MG,-0.08461867509166555,-0.12109983575845912
Iretama (PR),PR,-0.31680320364690606,-0.29012942659282975
Itaberaí (GO),GO,-0.2728376153410622,-0.3090909090909091
Itaberá (SP),SP,-0.5089198486899197,-0.5222329678670935
Itabira (MG),MG,0.9874716342685894,0.4666666666666667
Itabirinha (MG),MG,0.9785035334692346,0.6363636363636364
Itabirito (MG),MG,0.9937123684370741,0.793939393939394
Itacambira (MG),MG,0.8042454200646805,0.5636363636363636
Itacarambi (MG),MG,0.6426480383716963,0.15151515151515152
Itaguajé (PR),PR,0.8234038315390123,0.8424242424242424
Itaguara (MG),MG,0.8917143382890889,0.8666666666666667
Itaguari (GO),GO,-0.3299076207667479,-0.354649519006916
Itaipulândia (PR),PR,-0.24240539726375657,-0.3575757575757576
Itaipé (MG),MG,0.9629651302204913,0.3939393939393939
Itajobi (SP),SP,0.8633959405248258,0.8909090909090909
Itaju (SP),SP,0.2155101975614805,0.006060606060606061
Itajubá (MG),MG,-0.6598171158397328,-0.5393939393939394
Itajá (GO),GO,0.8908023186820359,0.5222329678670935
Itamarandiba (MG),MG,0.7455529137861144,0.793939393939394
Itamarati de Minas (MG),MG,0.9873805964153733,0.9567172612055053
Itambacuri (MG),MG,0.9289960292379315,0.45454545454545453
Itambaracá (PR),PR,0.6147890857956384,0.5393939393939394
Itambé (PR),PR,0.09777581363271015,0.09090909090909091
Itambé do Mato Dentro (MG),MG,0.7606774605341531,0.6848484848484848
Itamogi (MG),MG,0.8945213072027104,0.8405540732215929
Itamonte (MG),MG,0.9366236528207252,0.837909235304168
Itanhandu (MG),MG,0.9352431960040672,0.21212121212121213
Itanhangá (MT),MT,-0.609317604148386,-0.4460906468463128
Itanhomi (MG),MG,0.4911706283042719,0.6727272727272727
Itaobim (MG),MG,0.9503756150335553,0.7575757575757576
Itaoca (SP),SP,0.43973742551746253,0.12727272727272726
Itapaci (GO),GO,0.6546270685357037,0.7818181818181819
Itapagipe (MG),MG,0.8806732697246572,0.7090909090909091
Itapecerica (MG),MG,0.8979506135951857,0.38181818181818183
Itapejara d'Oeste (PR),PR,0.6697440563421573,0.8666666666666667
Itapetininga (SP),SP,0.5956323020768105,0.4909090909090909
Itapeva (MG),MG,-0.37343497449717117,-0.5294233937317223
Itapeva (SP),SP,-0.4967126822045265,-0.5878787878787879
Itapira (SP),SP,0.9606134637688031,0.8424242424242424
Itapirapuã Paulista (SP),SP,-0.4903361413294666,-0.44242424242424244
Itaporanga (SP),SP,-0.7232420030361872,-0.6227991553292184
Itaporã (MS),MS,-0.624913471810568,-0.7693447387639307
Itapura (SP),SP,0.8712523698052185,0.7575757575757576
Itapuranga (GO),GO,0.7740401660105389,0.3333333333333333
Itapuí (SP),SP,0.7077062954549522,0.45454545454545453
Itaquiraí (MS),MS,0.8425021408597668,0.8424242424242424
Itararé (SP),SP,0.6224940646735955,0.5215116512688716
Itarumã (GO),GO,0.8532303874904995,0.8181818181818182
Itatiaiuçu (MG),MG,0.9025121006635867,0.6727272727272727
Itatiba (SP),SP,-0.14785842739874186,0.006060606060606061
Itatinga (SP),SP,0.9843835891193934,0.8303030303030303
Itaverava (MG),MG,-0.5596779597484945,-0.10303030303030303
Itaí (SP),SP,0.14283085244340152,0.45454545454545453
Itaú de Minas (MG),MG,0.6924783096642196,0.669076777444373
Itaúba (MT),MT,0.6824947339463185,0.5393939393939394
Itaúna (MG),MG,0.7850598121015598,0.8303030303030303
Itaúna do Sul (PR),PR,0.9274469712442968,0.8545454545454545
Itinga (MG),MG,0.2018730821302368,0.45454545454545453
Itiquira (MT),MT,0.20680227220161881,0.41818181818181815
Itirapina (SP),SP,0.6201621929623845,0.296969696969697
Itirapuã (SP),SP,0.8848451316133669,0.6727272727272727
Itobi (SP),SP,0.5536451266585047,0.5151515151515151
Itu (SP),SP,0.803296032429729,0.5878787878787879
Itueta (MG),MG,0.9344939013546594,0.47878787878787876
Ituiutaba (MG),MG,0.9540735691435848,0.9030303030303031
Itumbiara (GO),GO,0.577789432283847,0.6121212121212121
Itumirim (MG),MG,-0.08173268099410556,-0.09118583155200968
Itupeva (SP),SP,0.06007247335993182,-0.3865321650581048
Iturama (MG),MG,0.8790775314740952,0.9030303030303031
Ituverava (SP),SP,0.8470416832769332,0.8666666666666667
Itápolis (SP),SP,0.916047869779684,0.8666666666666667
Ivaiporã (PR),PR,-0.30792578671119764,-0.4061811972299616
Ivaté (PR),PR,0.8382703011958204,0.6363636363636364
Ivaí (PR),PR,-0.3239490063388433,-0.3333333333333333
Ivinhema (MS),MS,0.427997407227573,0.5151515151515151
Ivolândia (GO),GO,0.7238785240804977,0.8210653934707496
Jaborandi (SP),SP,0.2537909640046447,0.4303030303030303
Jaboti (PR),PR,0.005606683324177516,-0.34545454545454546
Jaboticabal (SP),SP,0.7345772763966538,0.806060606060606
Jaboticatubas (MG),MG,0.8910838366892809,0.793939393939394
